﻿GUID,Key,Text,Translation
7f4521a1-8648-4507-990b-559a2a472a85,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/medical_room_advanced.json#Description,"3.5 HP/day heal, +35% survival","3,5 HP/giorno di guarigione, +35% di sopravvivenza"
ad4b1a78-cb97-4e06-9320-5a6c5089f895,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/quantum_decoder.json#Name,Quantum Array,Quantum Array
1ef7cae7-a627-40a8-9da0-0f65d52b5dfe,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/quantum_decoder.json#Description,Range: 750KM (Extra info),Autonomia: 750 km (informazioni extra)
6f6674e8-7d90-4223-96dc-41734bbae388,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier1.json#Name,Radar Array,Radar Array
3cf06a51-9b8e-461a-a0ef-2e7ba4974699,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier1.json#Description,Radar Range: 750KM,Portata radar: 750 km.
1a6e54c8-a74f-4190-aeb7-bbdfc5d2abb2,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier2.json#Name,Radar Array,Radar Array
7ace3f96-67c1-4229-88d5-1399d587abe0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier2.json#Description,Radar Range: 800 KM,Portata radar: 800 km
1055822e-fef0-4e1e-98b5-c92eee605f89,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier3.json#Name,Quantum Radar,Radar quantistico
06b154dc-480e-44db-a950-272aa49bc347,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/radar_tier3.json#Description,Radar Range: 1000 KM,Portata radar: 1000 km
786c5794-2a24-4886-b8b0-baecd31c6897,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/storeroom.json#Name,Storeroom,Ripostiglio
ae5e18bf-f55b-457f-a67a-6217e973bb2c,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/storeroom.json#Description,+100 Storage Capacity,+100 Capacità di stoccaggio
29153bd9-3d54-45bc-b21b-062fde3770ae,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/training_center.json#Name,Training Center,Centro di formazione
c0df7835-d4a7-4163-b562-dfdc5c8aec02,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/training_center.json#Description,+12 Training Capacity,+12 Capacità di Addestramento
f0db8467-2876-46c9-bc1e-1d78d3859be0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier1.json#Name,Missile Battery,Batteria missilistica
478cd390-889a-430c-a683-954f73330e10,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier1.json#Description,80 - 160 Damage,80 - 160 Danni
387ef3ba-9a47-4617-9f0c-a3e8b9cb0b67,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier2.json#Name,Laser Battery,Batteria laser
edad0d69-47b3-4059-9c38-c8310250fe5a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier2.json#Description,140 - 260 Damage,140 - 260 Danni
7cde983a-31de-450e-a735-130bf387e765,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier3.json#Name,Gauss Battery,Batteria Gauss
e42f8669-59b7-4dca-981e-f777062f84b7,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier3.json#Description,240 - 400 Damage,240 - 400 Danni
8f998459-c397-4778-8bb0-49fa31212570,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier4.json#Name,Plasma Battery,Batteria al plasma
c8369aec-d265-471c-8bae-56d2c9866220,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/turret_tier4.json#Description,360 - 600 Damage,360 - 600 Danni
95df024b-f83c-44a9-aa5b-4bc57c5f969a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/workshop.json#Name,Workshop,Officina
8a916542-edea-40a9-bd8b-da139f9ffa7c,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/workshop.json#Description,+5 Workshop Capacity,+5 Capacità officina
1a2bdac1-5c4c-455a-ad13-26155446f8ed,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/workshop_advanced.json#Name,Nanotech Workshop,Laboratorio di nanotecnologie
5553ac89-612b-4cff-94b7-512a3a880730,xenonauts-:-Xenonauts.GameScreens.Strategy-::-construction/building/workshop_advanced.json#Description,"+5 Workshop Capacity, +50% Work Speed","+5 Capacità Officina, +50% Velocità di Lavoro"
3497d167-5d62-409b-b695-03e215f6db30,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/africa.json#Name,Africa,Africa
de9cb14f-e02e-44d8-aa3a-27ee692457b7,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/asia_pacific.json#Name,Asia Pacific,Asia Pacifico
908e8610-5329-40f4-9f14-d77fa1295e1d,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/greenland.json#Name,Greenland,Groenlandia
a058af19-0e62-4654-a0ce-aca4ca0696f6,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/international_waters.json#Name,International Waters,Acque internazionali
cd524f62-0311-4e4d-a61b-40465ab91af8,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/latin_america.json#Name,Latin America,America Latina
fcfa5481-d36b-49ba-b0d7-4ae4a3ecca92,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/north_america.json#Name,North America,Nord America
c40e7a3e-2b6d-494b-b06b-fe43e8ac6da6,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/soviet_union.json#Name,Soviet Union,Unione Sovietica
412a9544-6a01-4d9b-9ae6-59daa171bfdd,xenonauts-:-Xenonauts.GameScreens.Strategy-::-geo_region/western_europe.json#Name,Europe,Europa
4e6877c8-dae9-4245-8b6a-21e5078e599e,Xenonauts.GameScreens.Strategy-::-masters/items/default.json#Name,,
34862111-799f-42a6-8829-f8ebddd2bfa5,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alenium.json#Name,Alenium,Alenium
46b8e536-0f66-45a3-91f3-e2aa16c53193,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_antigrav_emitter.json#Name,Alien Antigrav Emitter,Emettitore antigravitazionale alieno
888b868c-d62c-4de3-9d05-3470ddeaa8f1,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_biosurvey_array.json#Name,Biosurvey Array,Array Biosurvey
c443bedd-e775-4d03-82e6-4ab6bb5319bb,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_bomb_alenium.json#Name,Alenium Bomb,Bomba all'Alenium
e433e090-abff-4a47-b905-64f21469e9ad,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_bomb_plasma.json#Name,Alien Fusion Bomb,Bomba a fusione aliena
b373844a-54f5-4180-9b00-09a38d7bc69f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_centrifuge.json#Name,Alien Centrifuge,Centrifuga aliena
2c58878f-94fb-4426-abb4-87a0d087f8aa,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_electronics.json#Name,Alien Electronics,Alien Electronics
0875a28a-e80b-42a9-b3d9-8891fe4e731c,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_holo_projector.json#Name,Alien Holo Projector,Proiettore olografico alieno
5e387923-61ef-493d-aeda-062d8abc589a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_jetpack.json#Name,Alien Jetpack,Alien Jetpack
fcac35f1-1067-4268-bd6d-85e727aab028,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_magnetic_deflector.json#Name,Alien Magnetic Deflector,Deflettore magnetico alieno
9dc3f067-bcef-457f-9ea1-c1060ed49445,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_mainframe.json#Name,Alien Mainframe,Mainframe Alieno
6ab9b489-664e-4404-a9b3-e428476e70a9,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_scanner.json#Name,Alien Scanner,Alien Scanner
b964a358-faae-48f6-a692-3091e5748403,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_signal_beacon.json#Name,Alien Signal Beacon,Segnale Faro Alieno
bbe7cd14-95de-496b-8519-0a51fa736d60,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alien_surgicaltable.json#Name,Alien Surgical Table,Tavolo Chirurgico Alieno
23dcdf54-80bc-45fd-b9bb-3ef249c9a772,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alloys.json#Name,Alien Alloys,Leghe Aliene
8b466b1c-f790-4a4e-91ca-1887139b602d,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alloys_hardened.json#Name,Reinforced Alloys,Leghe Rinforzate
dd13e391-bf83-46e5-a458-d3f292997076,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/alloys_ultradense.json#Name,Hardened Alloys,Leghe indurite
cfcb8556-2acd-4177-9a43-7b0faf7ff84f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ceramite.json#Name,Ceramite,Ceramite
4377ef2e-b19c-45ad-aeff-c6a10f70a85a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ceramite_hardened.json#Name,UFO Shielded Plating,Placcatura schermata UFO
7bdbce6c-211a-48d6-a410-2d3f4cbba93d,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/cleaner_2b.json#Name,Cleaner Data,Dati più puliti
13438fc3-0d34-43e2-b32e-46bc0f329ffa,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/cleaner_4.json#Name,Cleaner Base Datacore,Cleaner Base Datacore
11e40add-675e-4e7a-9b51-30132e1ba40e,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_abductor.json#Name,Abductor UFO Datacore,Abductor UFO Datacore
6c5bdeb1-5343-40b9-9c1d-84bf26488376,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_alienbase.json#Name,Alien Base Datacore,Alien Base Datacore
4622618b-ceb3-44f7-87b4-56cd723860f0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_battleship.json#Name,Battleship UFO Datacore,Corazzata UFO Datacore
5297d799-2420-4903-bad4-b449e628e0c0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_bomber.json#Name,Bomber UFO Datacore,Bomber UFO Datacore
07de871b-ba40-428a-9906-13dcdf55dc7b,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_cruiser.json#Name,Cruiser UFO Datacore,Cruiser UFO Datacore
1e4dcd56-5115-474a-ba7a-413019a6415e,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_destroyer.json#Name,Destroyer UFO Datacore,Distruttore UFO Datacore
cd6d8ae2-b117-4cd7-ac70-128467ff7afc,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_fighter.json#Name,Fighter UFO Datacore,Fighter UFO Datacore
21f6aa43-8685-48ec-9eac-32fc68489c09,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_fighter_advanced.json#Name,Advanced Fighter UFO Datacore,Advanced Fighter UFO Datacore
8c91a0cb-d219-4ae3-8fab-72d93fe0bff5,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_harvester.json#Name,Harvester UFO Datacore,Harvester UFO Datacore
550cbfc7-5a66-4dc1-b67a-281038573758,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_interceptor.json#Name,Interceptor UFO Datacore,Intercettore UFO Datacore
692c7a8d-615c-4206-9dc6-631585259d6d,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_mimic.json#Name,Mimic Datacore,Mimic Datacore
dbd92b1c-5b5d-4f5d-bbd9-8f93a9055b55,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_observer.json#Name,Observer UFO Datacore,Observer UFO Datacore
92c8cf4f-abf2-4566-b263-774baac827f9,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_probe.json#Name,Probe UFO Datacore,Sonda UFO Datacore
070b1c00-49bd-45d4-a4f5-c5910333ff19,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/datacore_scout.json#Name,Scout UFO Datacore,Scout UFO Datacore
02d514b6-3962-405b-b17e-1731c3471157,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/items_in_transit.json#Name,Items In Transfer,Articoli in trasferimento
7346b492-ecd7-46c3-9da6-47cb0e435b9e,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/items_project_reserved.json#Name,Items Reserved for Projects,Articoli riservati per i progetti
7493c0cb-35fc-4dd1-900b-2a8323f7678c,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ufo_fusion_reactor.json#Name,UFO Fusion Cylinder,Cilindro UFO Fusion
75aef3e9-87e2-4aff-9790-d3ee07499fc8,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ufo_reactor.json#Name,UFO Reactor,Reattore UFO
4e36ef8d-b9b6-4a9d-a387-c73cbda32c41,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ufo_singularity_core.json#Name,UFO Singularity Core,Nucleo Singolarità UFO
1359711f-0094-4eee-8e47-f94aafc633db,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ufo_thrusters.json#Name,UFO Maneuvering Thrusters,Propulsori di manovra UFO
9905f42f-ef31-470c-84ed-f6f54aa6ebeb,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/ufo_thrusters2.json#Name,UFO Directional Thrusters,Propulsori Direzionali UFO
ba665c70-0e2f-49c6-91f4-3328b083dd6b,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/wreckage_ares.json#Name,ARES Wreckage,Relitto di ARES
1596996e-c74c-4529-9f04-963c2171c8f7,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/wreckage_mars.json#Name,MARS Wreckage,MARS WRECKAGE
cf6b0d17-5309-4d9f-b1a1-ad92bcc72843,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/wreckage_sentry.json#Name,Sentry Gun Wreckage,Rottami di sentinella
79dad4da-c18d-4257-b5f8-b8bff93eb197,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/equipment.json#Description,,
2dd7ea72-e69d-473f-80de-f24785156f89,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/armor.json#Description,"Plating provides the aircraft with {{concept filename:""ac_armour"" text:""Armour""}} in aerial combat, reducing the amount of damage it suffers when hit by enemy fire.","La placcatura fornisce al velivolo {{concept filename:""ac_armour"" text:""Armour""}} in combattimento aereo, riducendo la quantità di danni che subisce quando viene colpito dal fuoco nemico."
acbed947-a62b-4016-a1a4-5d70fef7f518,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_angel_tier1.json#Name,Ablative Plating,Placcatura ablativa
33aefc2c-4b07-4901-bd22-fd8ee50cb736,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_angel_tier2.json#Name,Alloy Plating,Placcatura in lega
fc4ce41b-f0ac-45c8-9cfc-0d7f8cd7d0a1,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_angel_tier3.json#Name,Reinforced Plating,Placcatura rinforzata
f9c75fae-f7b5-438e-8325-ec88c09d2ffe,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_emptyslot.json#Name,Empty Slot,Slot vuoto
8f37dc7b-5974-4d47-8590-0de45420ea5b,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_emptyslot.json#Description,,
f8038b93-ced9-4175-a690-878a4354dade,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_gemini_tier1.json#Name,Ablative Plating,Placcatura ablativa
ac38dd04-e93f-4a3b-b28e-1ff301f7e656,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_gemini_tier2.json#Name,Reinforced Plating,Placcatura rinforzata
ec290f4b-cf41-467d-a20b-1444f772ea21,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_gemini_tier3.json#Name,Reinforced Plating,Placcatura rinforzata
34f5b9ef-d489-4b62-b2fd-b7287b7f5c0a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_phantom_tier1.json#Name,Ablative Plating,Placcatura ablativa
a1950440-a1fb-4c85-8d8c-7740c47b3b3e,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_phantom_tier2.json#Name,Alloy Plating,Placcatura in lega
99c6f56a-602e-423f-acfb-659526edeb6f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_phantom_tier3.json#Name,Reinforced Plating,Placcatura rinforzata
c892317f-e4d1-4ae9-a313-62b9f7786e5f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_tier1.json#Name,Ablative Plating,Placcatura ablativa
606fa315-8e84-4420-86c7-70556b4e280f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_tier2.json#Name,Alloy Plating,Placcatura in lega
3bd6ad78-4f16-477a-a7af-7b0369fab9b8,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_tier3.json#Name,Reinforced Plating,Placcatura rinforzata
21337928-5301-446d-92c5-f06d4d726372,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/armor_tier4.json#Name,Shielded Plating,Placcatura Schermata
3db6f2de-bb81-44b5-852d-d5964c141395,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/weapon.json#Description,"Cannons are short range weapons that inflict low damage per shot, but generate and sustain strong damage per second due to their quick fire rate and large ammunition capacity. Cannons are effective against most types of UFOs provided your interceptor can close the distance. Although thick armour will nullify their damage output, sustained cannon fire will steadily strip armour from the target and may render it vulnerable.","I cannoni sono armi a corto raggio che infliggono bassi danni per colpo, ma generano e subiscono forti danni al secondo a causa della loro rapida cadenza di fuoco e della grande capacità di munizioni. I cannoni sono efficaci contro la maggior parte dei tipi di UFO, a condizione che il tuo intercettore possa ridurre la distanza. Sebbene un'armatura spessa annullerà la loro produzione di danni, il fuoco prolungato dei cannoni strapperà costantemente l'armatura al bersaglio e potrebbe renderlo vulnerabile."
b26ab274-8039-4ad4-beed-453fa96754cc,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/cannon_tier1.json#Name,Autocannon,Autocannon
b578519a-8898-4316-bcee-ebd85b54ca12,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/cannon_tier2.json#Name,Accelerated Cannon,Cannone accelerato
d2f8198f-54bf-42e2-bb6a-f3411d3e3ba5,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/cannon_tier3.json#Name,Gauss Blaster,Gauss Blaster
64711e4e-635a-4380-922d-81d9072dbbd8,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/cannon_tier4.json#Name,Fusion Cannon,Cannone a fusione
f1760c4d-ff79-4acc-bcb8-bfeae7972272,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/empty_slot.json#Name,Empty Slot,Slot vuoto
2cc46510-48a4-43d7-a784-aea26c6f3a22,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/missile.json#Description,"Missiles are long range weapons that fire quickly and inflict high damage, but have limited ammo. Their lack of armour penetration means they will be ineffective against heavily-armoured UFOs unless other weapons are first used to destroy or reduce the armour.","I missili sono armi a lungo raggio che sparano rapidamente e infliggono danni elevati, ma hanno munizioni limitate. La loro mancanza di penetrazione dell'armatura significa che saranno inefficaci contro gli UFO pesantemente corazzati a meno che non vengano prima utilizzate altre armi per distruggere o ridurre l'armatura."
9072e031-4b3c-4394-b970-881285310967,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/missile_light.json#Description,"Light missiles have a shorter range and inflict less damage than heavy torpedoes, but turn faster and travel more quickly than heavy torpedoes. They are therefore versatile weapons capable of inflicting damage on a wide variety of UFOs.","I missili leggeri hanno una portata più breve e infliggono meno danni dei siluri pesanti, ma girano più velocemente e viaggiano più velocemente dei siluri pesanti. Sono quindi armi versatili in grado di infliggere danni a un'ampia varietà di UFO."
28c3023c-53ee-41de-ba84-d9f70c6ed48a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/missile_tier1.json#Name,Sidewinder Missile,Missile Sidewinder
4c412862-386e-49a6-ba64-608bd34ca78e,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/missile_tier2.json#Name,Alenium Missile,Missile Alenium
b8e7408a-91f1-4db8-8c0a-d02e4d6ecb19,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/missile_tier3.json#Name,Fusion Missile,Missile a fusione
6ced5c6a-c0a0-4176-8f3e-9f913a84c6f1,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/missile_tier4.json#Name,Fusion Missile,Missile a fusione
20edb5b4-8d5e-49cc-9c03-d18e1bad0e6f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/missile_heavy.json#Description,"Torpedoes are long range weapons that inflict high damage and destroy large amounts of armour, but have very limited ammo. They also travel slowly and are easily evaded by agile UFOs. Interceptors are rarely capable of carrying enough torpedoes to destroy a target, but they can be invaluable when facing heavily-armoured UFOs.","I siluri sono armi a lungo raggio che infliggono danni elevati e distruggono grandi quantità di armature, ma hanno munizioni molto limitate. Inoltre viaggiano lentamente e sono facilmente elusi da agili UFO. Gli intercettori sono raramente in grado di trasportare abbastanza siluri per distruggere un bersaglio, ma possono essere inestimabili quando affrontano UFO pesantemente corazzati."
9aa64c88-cadf-4eec-9bd6-9cd96c3af931,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/torpedo_tier1.json#Name,Skylance Torpedo,Skylance Torpedo
25bd7082-4617-4a2a-a521-dbd35b609848,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/torpedo_tier2.json#Name,Alenium Torpedo,Siluro di Alenium
2067d2ab-10d3-413c-84d1-4411c51340d1,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/torpedo_tier3.json#Name,Fusion Torpedo,Siluro a fusione
fa8754dc-c5bc-4009-9959-1ed745551627,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/torpedo_tier4.json#Name,Fusion Torpedo,Siluro a fusione
c5e358cf-8c2e-4c0a-9175-e42006551d1a,xenonauts-:-Xenonauts.GameScreens.Strategy-::-masters/items/aircraft/weapon_alien.json#Description,,
4f172115-ac84-4fc3-a9ff-1ceacf2b25f1,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_abductor_beam.json#Name,Scout Beam,Fascio scout
149a3f71-4926-490a-86e7-92f51b9924d0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_abductor_cannon.json#Name,Medium Beam,Fascio medio
671e4362-6c07-4865-8066-5667c2a5d677,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_battleship_beam.json#Name,Battleship Beam,Battleship Beam
240fdb3c-2ce9-43e6-a166-6beb043529fe,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_battleship_cannon.json#Name,Singularity Cannon,Singularity Cannon
f7fa9fed-fb85-48e4-927e-a19abad3cd0f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_bomber_beam.json#Name,Bomber Beam,Bomber Beam
d6074d2b-7f60-4816-b038-d0203ea2c0a0,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_bomber_cannon.json#Name,Fusion Artillery,Artiglieria a fusione
04359862-7d5a-4a7a-b7a4-7d6c6b77f319,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_cruiser_beam.json#Name,Medium Lance,Lancia media
f4384b85-6a23-4106-87bd-1658700d57e2,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_cruiser_cannon.json#Name,Heavy Cannon,Cannone pesante
4293dbca-e79b-4a0a-8384-154ecb61e331,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_destroyer_beam.json#Name,Light Cannon,Cannone leggero
2af5586f-c92c-4011-b84d-5888dc9f285b,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_destroyer_cannon.json#Name,Light Beam,Fascio luminoso
6fe64e7b-f245-4816-98c8-9df59d7ae765,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_dreadnought_beam.json#Name,Dreadnought Beam,Trave Dreadnought
38337fb5-6f7f-4533-aa60-078bf103c0bb,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_dreadnought_cannon.json#Name,Dreadnought Cannon,Cannone Dreadnought
3e0d19d2-5059-4fec-ba3e-3c073bfaff97,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_fighter_beam.json#Name,Light Blaster,Light Blaster
39acd49f-6a69-4408-80ea-3f3a927f09d2,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_fighter_missiles.json#Name,Plasma Missiles,Missili al plasma
274ac4c2-1b74-449a-8a0b-f528b7d5e6e7,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_harvester_beam.json#Name,Heavy Lance,Lancia pesante
dfe73a20-961e-4cc7-a1d1-dba4b19c7416,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_harvester_beam_shortrange.json#Name,Wide Beam,Wide Beam
f3c9a4db-70f7-4b9e-a5f5-39e11423a6af,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_heavyfighter_beam.json#Name,Heavy Fighter Laser,Laser da caccia pesante
ae8f9872-ea31-4e93-a4d8-7d02f05ed064,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_heavyfighter_missiles.json#Name,Heavy Fighter Missiles,Missili da combattimento pesanti
daf7cb58-85d9-47b7-9102-5436694db272,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_interceptor_beam.json#Name,Heavy Blaster,Fucile pesante
6cae0f3e-f88b-4be7-aed2-a0a9b5126d60,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_interceptor_missiles.json#Name,Fusion Missiles,Missili a fusione
e0610346-c293-48c7-8de8-91950d38338f,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_mimic_beam.json#Name,Probe Beam,Probe Beam
971f3287-0958-459b-ae79-7f1534daf3d4,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_observer_beam.json#Name,Light Lance,Lancia leggera
b54725e4-e211-4874-a389-42cc668ff289,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_observer_beam_shortrange.json#Name,Scout Beam,Fascio scout
9cfae882-be90-4fc4-a940-397dc8e798d4,xenonauts-:-Xenonauts.GameScreens.Strategy-::-item/aircraft_equipment/ufo_probe_beam.json#Name,Probe Beam,Probe Beam
